"","chr","pos","mu1","mu2","diff","diff.se","stat","phi1","phi2","pval","fdr","postprob.overThreshold","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Geneid","subjectHits"
"2347","chr4",128802086,0.931145128300242,0.161662243270182,0.769482885030059,0.264044341402595,2.91421842612719,0.0344080600400254,0.0311123108698635,0.00356580318854741,0.972105869258759,0.994881283327829,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",3959,"inside intron",3925,1,7,"5' UTR","-",28961,NA,"230761",45394
"1342","chr3",94383726,0.122880913872847,0.529980027187738,-0.407099113314891,0.122142756524996,-3.33297794234389,0.0310377426783935,0.025216552558427,0.000859217540057671,0.300090843239239,0.994052442918242,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",6210,"inside intron",457,2,7,"5' UTR","+",20132,NA,"19885",30387
"536","chr2",9870957,0.746246478606399,0.297852344657927,0.448394133948472,0.140366207284861,3.19445928348335,0.0266471145545704,0.0266112779960593,0.00140093045226539,0.42212246522207,0.993515063801877,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",2715,"inside intron",-2050,2,3,"inside transcription region","-",10489,NA,"14462",17664
"5016","chrX",7571375,0.14612510541666,0.75752172904133,-0.61139662362467,0.219418261366118,-2.78644366160801,0.0328707542885516,0.0310351490401731,0.00532898804400558,0.999985498553888,0.990708291099183,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",1468,"inside intron",1428,1,4,"inside transcription region","-",12601,NA,"54646",67915
"5102","chrX",7573446,0.275472587546772,0.896554258050739,-0.621081670503967,0.225606981581261,-2.75293639474655,0.0320577040347504,0.0311961927095619,0.00590633701212473,0.999985498553888,0.990243563621087,"Flicr","NR_029473","promoter","promoter",154,NA,NA,NA,3,NA,"+",7427,NA,"78185",98587
"3380","chr10",118440664,0.547853210000003,0.888760350839648,-0.340907140839645,0.108222872695852,-3.15004704964472,0.0270394937002141,0.0285110383922604,0.00163244170740944,0.467286438745953,0.987016945443439,"Ifng","NM_008337 NP_032363","promoter","promoter",382,NA,NA,NA,4,NA,"+",4846,NA,"15978",20216
"4980","chrX",7570024,0.390784113900916,0.930131108735954,-0.539346994835037,0.19990382620862,-2.69803237418865,0.0314435308733797,0.0313220120062825,0.00697506570531004,0.999985498553888,0.986709294661088,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",2819,"inside intron",2779,1,4,"inside transcription region","-",12601,NA,"54646",67915
"5424","chrX",7578428,0.390784113900916,0.930131108735954,-0.539346994835037,0.19990382620862,-2.69803237418865,0.0314435308733797,0.0313220120062825,0.00697506570531004,0.999985498553888,0.986709294661088,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",1139,NA,NA,NA,12,NA,"+",14232,NA,"20371",31443
"3930","chr11",97104190,0.195217922473567,0.677966673317821,-0.482748750844254,0.176553235339534,-2.73429569226453,0.0327256953611255,0.0288592537844229,0.00625138773401312,0.999985498553888,0.985398859539394,"Tbx21","NM_019507 NP_062380","inside intron","inside",11141,"inside intron",-2091,2,6,"inside transcription region","-",17260,NA,"57765",70992
"2090","chr4",128793847,0.859407564748764,0.191027914528416,0.668379650220348,0.275716249799092,2.42415762838563,0.0343579113829709,0.0308201998421283,0.0153439438187478,0.999985498553888,0.983031854635156,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",1041,"inside intron",1003,1,8,"inside transcription region","-",21784,NA,"230761",45393
"1169","chr3",94375599,0.237167711365261,0.625552560905473,-0.388384849540212,0.136483470112878,-2.84565485636467,0.037498177963926,0.0277607141546227,0.00443202038349146,0.999985498553888,0.982871024000065,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","promoter","promoter",1833,NA,NA,NA,10,NA,"+",20844,NA,"19885",30385
"5451","chrX",7579641,0.565871344171179,0.0553746569453201,0.510496687225859,0.195965430827435,2.60503439341501,0.0317389739837983,0.03145460828337,0.00918650378621642,0.999985498553888,0.982821658946458,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",28,NA,NA,NA,13,NA,"+",15565,NA,"20371",31446
"4120","chr11",97112953,0.46460033449986,0.891064501953647,-0.426464167453787,0.158713193570883,-2.68701144409475,0.0312187713778227,0.0311948125854757,0.00720944826240685,0.999985498553888,0.980609018275358,"Tbx21","NM_019507 NP_062380","inside intron","inside",2378,"inside intron",1696,1,6,"inside transcription region","-",17260,NA,"57765",70992
"1285","chr3",94380248,0.42551323052861,0.0708484506421882,0.354664779886422,0.124427083212812,2.85038249494144,0.0286491159366535,0.0289083828242638,0.00436666817760894,0.999985498553888,0.979785233433741,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",2732,"inside intron",-2644,1,7,"5' UTR","+",20132,NA,"19885",30387
"5450","chrX",7579640,0.314422768840744,0.822348342231627,-0.507925573390882,0.202765550028341,-2.50498949806754,0.0316772198949902,0.0304046070585446,0.0122455029274063,0.999985498553888,0.979237997416823,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",29,NA,NA,NA,13,NA,"+",15565,NA,"20371",31446
"5437","chrX",7579245,0.618318604591672,0.131491521714516,0.486827082877156,0.195695060047761,2.48768202303288,0.0332038487835641,0.0318151002450405,0.0128578636951424,0.999985498553888,0.977317013386544,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",322,NA,NA,NA,12,NA,"+",14232,NA,"20371",31443
"1345","chr3",94383792,0.476124615386721,0.863188435244584,-0.387063819857863,0.14446597923984,-2.67927315409856,0.0297529508622857,0.0285973051090835,0.00737821775378314,0.999985498553888,0.976916436218574,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",6276,"inside intron",391,2,7,"5' UTR","+",20132,NA,"19885",30387
"4144","chr11",97113613,0.501654594772847,0.895567905768606,-0.393913310995759,0.148810689329324,-2.6470767172109,0.0341913904045324,0.0283564741449902,0.00811909315932314,0.999985498553888,0.976322163883745,"Tbx21","NM_019507 NP_062380","inside intron","inside",1718,"inside intron",1036,1,6,"inside transcription region","-",17260,NA,"57765",70992
"3881","chr11",97102178,0.426199178070272,0.0761332620927516,0.35006591597752,0.130045177519667,2.69187925807228,0.0280699379859342,0.0295885731197261,0.00710506629931318,0.999985498553888,0.973023925894364,"Tbx21","NM_019507 NP_062380","inside intron","inside",13153,"inside intron",-79,2,6,"inside transcription region","-",17260,NA,"57765",70992
"641","chr2",9874671,0.932438787008208,0.619830472691338,0.31260831431687,0.111111355214408,2.81346864785908,0.0322632875470848,0.0261550797358051,0.00490101651501292,0.999985498553888,0.972258304415284,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside exon","inside",728,"inside exon",0,2,2,"inside transcription region","-",912,NA,"14462",17665
"5094","chrX",7573383,0.947864154158318,0.422097360945405,0.525766793212913,0.229520351565821,2.29071971015231,0.0345083431126716,0.0297358592818051,0.0219796299055623,0.999985498553888,0.971405283101502,"Flicr","NR_029473","promoter","promoter",217,NA,NA,NA,3,NA,"+",7427,NA,"78185",98587
"2392","chr4",128803189,0.651223682020427,0.148773883292726,0.502449798727701,0.218592617206503,2.29856710235113,0.0322983778966401,0.0328409933007867,0.0215295334243253,0.999985498553888,0.970121489144262,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",2856,"inside intron",2822,1,7,"5' UTR","-",28961,NA,"230761",45394
"253","chr1",131022341,0.472935236926136,0.883439995497199,-0.410504758571063,0.167963038696,-2.44401840880031,0.0306181906379518,0.0294422997441654,0.0145246853892622,0.999985498553888,0.968931066147827,"Il10","NM_010548 NP_034678 XM_036162094 XP_036017987","inside intron","inside",2496,"inside intron",147,4,5,"inside transcription region","+",5129,NA,"16153",20340
"4910","chrX",7566647,0.0658937325304634,0.590155286432816,-0.524261553902353,0.234176730741116,-2.23874315882361,0.0344118394135466,0.0297147467387074,0.0251726326130488,0.999985498553888,0.968825495837212,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",2359,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"1351","chr3",94384158,0.510563186725128,0.891623145173162,-0.381059958448034,0.153081092945209,-2.48926860343507,0.0303822759620724,0.0288862845151592,0.0128006215295002,0.999985498553888,0.967660165062116,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",6642,"inside intron",25,2,7,"5' UTR","+",20132,NA,"19885",30387
"5679","chrX",7591027,0.416343868497575,0.931550952285508,-0.515207083787934,0.233181736529256,-2.20946585035528,0.0360118569952142,0.0312198602560755,0.0271422551687234,0.999985498553888,0.966678327681568,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside intron","inside",4672,"inside intron",345,7,10,"inside transcription region","+",6693,NA,"20371",31451
"5453","chrX",7579731,0.823605322314323,0.354059507216386,0.469545815097937,0.209122933683665,2.24531000415386,0.0331467473180779,0.0289054506437304,0.0247482382519872,0.999985498553888,0.964625865826062,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside exon","inside",55,"inside exon",0,1,14,"5' UTR","+",15569,NA,"20371",31448
"3785","chr11",97099094,0.692515287111976,0.310551052749991,0.381964234361985,0.161418921782873,2.36629157315132,0.0288327802862331,0.0304794213413654,0.0179672878751803,0.999985498553888,0.961076923658266,"Tbx21","NM_019507 NP_062380","inside exon","inside",16237,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"2846","chr4",128807333,0.223487634798468,0.691087134937965,-0.467599500139498,0.214205977501496,-2.18294328474672,0.0351626885786314,0.0338392883909642,0.0290399869136532,0.999985498553888,0.960955561440951,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","promoter","promoter",1288,NA,NA,NA,7,NA,"-",28961,NA,"230761",45394
"305","chr1",131025722,0.647311377424774,0.973229702677105,-0.325918325252331,0.130113298035711,-2.50488097813707,0.0291177845977458,0.0317274448934368,0.0122492605716248,0.999985498553888,0.959277599147759,"Il10","NM_010548 NP_034678 XM_036162094 XP_036017987","downstream","downstream",5877,NA,NA,NA,5,NA,"+",5129,NA,"16153",20340
"5608","chrX",7587518,0.310097922806681,0.798544503934793,-0.488446581128112,0.230805467439009,-2.1162695431259,0.0318904150342556,0.030212386782091,0.034321889543019,0.999985498553888,0.959206201622751,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside intron","inside",1163,"inside intron",-104,3,10,"inside transcription region","+",6693,NA,"20371",31451
"5486","chrX",7581335,0.957306769378563,0.504933669789063,0.452373099589501,0.208196639846578,2.17281652539089,0.0346459384753321,0.0310737378335705,0.0297941290361251,0.999985498553888,0.958712228799992,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside intron","inside",852,"inside intron",-756,1,13,"5' UTR","+",14751,NA,"20371",31449
"3769","chr11",97098924,0.680978972772661,0.301016956220318,0.379962016552344,0.163120945393758,2.32932696432792,0.0292182823710093,0.0337369672906239,0.0198417509565556,0.999985498553888,0.958573602972664,"Tbx21","NM_019507 NP_062380","inside exon","inside",16407,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"3871","chr11",97101985,0.382557037171149,0.066963712038569,0.31559332513258,0.124681252805164,2.53120110708022,0.0289006142516819,0.032330885555196,0.0113672652716825,0.999985498553888,0.958538597098634,"Tbx21","NM_019507 NP_062380","inside exon","inside",13346,"inside exon",0,2,6,"inside transcription region","-",17260,NA,"57765",70992
"5106","chrX",7573467,0.304830746169476,0.79505216965193,-0.490221423482454,0.234471134750989,-2.09075383203598,0.0334406414072861,0.03050415049026,0.0365501366370652,0.999985498553888,0.957883786890669,"Flicr","NR_029473","promoter","promoter",133,NA,NA,NA,3,NA,"+",7427,NA,"78185",98587
"3760","chr11",97098804,0.64652285494652,0.241896886590332,0.404625968356188,0.179334839615283,2.25625968286034,0.03225908649465,0.028311724350217,0.024054372745772,0.999985498553888,0.957754223745638,"Tbx21","NM_019507 NP_062380","inside exon","inside",16527,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"4124","chr11",97112986,0.382343469433514,0.756444965651763,-0.374101496218249,0.161973163272492,-2.30965110923275,0.0306313808946914,0.0288511444244488,0.0209074775956234,0.999985498553888,0.956413298842175,"Tbx21","NM_019507 NP_062380","inside intron","inside",2345,"inside intron",1663,1,6,"inside transcription region","-",17260,NA,"57765",70992
"5264","chrX",7574205,0.052501784564673,0.505291128776188,-0.452789344211515,0.21498576222493,-2.1061364228287,0.0345916443072843,0.0298791411993092,0.0351925037919161,0.999985498553888,0.954666303242382,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside exon","inside",43,"inside exon",0,1,4,"inside transcription region","-",15296,NA,"54646",67913
"2469","chr4",128805664,0.0942679999632722,0.788322738220913,-0.69405473825764,0.403580510429887,-1.71974295170583,0.0344913496464896,0.0311123108698636,0.0854791765985327,0.999985498553888,0.954045643197746,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",381,"inside intron",347,1,7,"5' UTR","-",28961,NA,"230761",45394
"1696","chr4",128782400,0.239288780728854,0.930131108735954,-0.6908423280071,0.404314531018563,-1.70867548654931,0.0342026470745794,0.0313220120062825,0.0875110772869804,0.999985498553888,0.953271497378747,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",7692,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"5126","chrX",7573548,0.813187501525647,0.302362653770641,0.510824847755006,0.261851499158532,1.95081887786229,0.0353123890493218,0.0307422463680322,0.0510785953673635,0.999985498553888,0.951498624097927,"Flicr","NR_029473","promoter","promoter",52,NA,NA,NA,3,NA,"+",7427,NA,"78185",98587
"1907","chr4",128788487,0.619990088900117,0.125485929218385,0.494504159681731,0.252498916926837,1.95844071610421,0.0318611427702458,0.0314056126295733,0.0501783210520865,0.999985498553888,0.950177307930023,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","close to 3'","close to 3'",1605,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
