"","chr","pos","mu1","mu2","diff","diff.se","stat","phi1","phi2","pval","fdr","postprob.overThreshold","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Geneid","subjectHits"
"470","chr2",9868720,0.243388917468488,0.942983363869451,-0.699594446400963,0.137083181544838,-5.10343018389997,0.0775469847945794,0.0299280477047074,3.3355160149091e-07,7.30349718187597e-05,0.99999390169727,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",4952,"inside intron",40,2,3,"inside transcription region","-",10489,NA,"14462",17664
"4874","chrX",7565261,0.150538740276649,0.884718179452286,-0.734179439175637,0.145626525723512,-5.04152272759398,0.0361897402606172,0.0272475148342551,4.6184199096901e-07,9.39864100780771e-05,0.999993346704642,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",973,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"3736","chr11",53618998,0.125976011891144,0.657718130992359,-0.531742119101215,0.102806773939095,-5.1722478853021,0.038139423061839,0.0212056671362187,2.31294460343824e-07,5.26703745094957e-05,0.999986628062188,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",329,NA,NA,NA,4,NA,"-",6209,NA,"16189",20503
"3718","chr11",53618492,0.456358333750066,0.921938190043637,-0.465579856293571,0.092352189529673,-5.04135157666163,0.0221472962131899,0.0250619470405654,4.6225531041387e-07,9.39864100780771e-05,0.99996229583328,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",140,NA,NA,NA,3,NA,"-",5892,NA,"16189",20502
"3719","chr11",53618503,0.588289710658927,0.978751282283258,-0.390461571624331,0.0734633114715599,-5.315055417499,0.0190711674051191,0.0298526211897367,1.06624871885923e-07,2.52923081519399e-05,0.999961545257852,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",151,NA,NA,NA,3,NA,"-",5892,NA,"16189",20502
"471","chr2",9868767,0.308073932390878,0.909814145050229,-0.601740212659351,0.129641867542706,-4.64155773181168,0.040316368460332,0.026913541155123,3.4579237663833e-06,0.000635030967807101,0.999945658394191,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside exon","inside",4905,"inside exon",0,2,3,"inside transcription region","-",10489,NA,"14462",17664
"468","chr2",9868708,0.233825474763738,0.837465412934827,-0.603639938171089,0.130671648536159,-4.61951727810378,0.0289832964125582,0.0260755643157208,3.84633851176235e-06,0.00068428766085822,0.999941991504626,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",4964,"inside intron",52,2,3,"inside transcription region","-",10489,NA,"14462",17664
"3674","chr11",53616685,0.519512546043539,0.955309699447358,-0.435797153403819,0.0902250722462845,-4.83011143747536,0.0246746246617841,0.0208676606257007,1.3645665845911e-06,0.000258949252202572,0.999901086657443,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",539,"inside intron",395,1,4,"inside transcription region","-",14242,NA,"16189",20500
"3619","chr11",53614728,0.577364699944457,0.966389204389532,-0.389024504445075,0.079388224982253,-4.90027966404389,0.0220403484420263,0.0247090673191006,9.57003308225548e-07,0.000187869649438898,0.999864023480565,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",2496,"inside intron",-671,2,4,"inside transcription region","-",14242,NA,"16189",20500
"467","chr2",9868707,0.338399466093435,0.912929505824895,-0.57453003973146,0.132336510191814,-4.34143260162076,0.0403499569270106,0.0277323003714124,1.41556702423274e-05,0.0021780602889073,0.999832138450738,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",4965,"inside intron",53,2,3,"inside transcription region","-",10489,NA,"14462",17664
"3720","chr11",53618504,0.503344096081382,0.93473075435263,-0.431386658271248,0.093951548852857,-4.59158644576332,0.0230351995170694,0.0277812451138287,4.39889367336342e-06,0.000758875808559332,0.999790024426264,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",152,NA,NA,NA,3,NA,"-",5892,NA,"16189",20502
"2346","chr4",128802085,0.315937824031371,0.971490727772816,-0.655552903741446,0.162302746447242,-4.03907461882993,0.0312225326251083,0.0317311947036124,5.36624930800312e-05,0.00734625934192009,0.999691881921115,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",3960,"inside intron",3926,1,7,"5' UTR","-",28961,NA,"230761",45394
"3629","chr11",53615380,0.107982834859585,0.516834513532598,-0.408851678673014,0.0930564303355364,-4.39358867730908,0.0203203010929792,0.0227415217536344,1.11494679138701e-05,0.00176316446760173,0.999548275149502,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",1844,"inside intron",-1323,2,4,"inside transcription region","-",14242,NA,"16189",20500
"2167","chr4",128796362,0.0920083514221647,0.896463657280057,-0.804455305857893,0.219542259353677,-3.6642389862716,0.0371882976711093,0.0311962981754063,0.000248075074420015,0.0266470075221349,0.999352389180488,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","promoter","promoter",1474,NA,NA,NA,8,NA,"-",21784,NA,"230761",45393
"3732","chr11",53618919,0.0421766955565802,0.398461096599384,-0.356284401042804,0.0802003195549926,-4.4424311900466,0.0251893683936381,0.0232229860777638,8.89480834095268e-06,0.00148935717308952,0.999302191523255,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",250,NA,NA,NA,4,NA,"-",6209,NA,"16189",20503
"3715","chr11",53618419,0.629625579420847,0.96449410902231,-0.334868529601463,0.0758696257651071,-4.41373640932694,0.0218356956431469,0.0244604634999469,1.01601654710711e-05,0.00165262348648022,0.999018213705032,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",67,NA,NA,NA,3,NA,"-",5892,NA,"16189",20502
"4868","chrX",7565185,0.212359700336901,0.820665190035659,-0.608305489698758,0.165367364681966,-3.67850990954987,0.0420943966037225,0.0279508754333559,0.000234600577539082,0.0261878644692156,0.998952439542109,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",897,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"3716","chr11",53618420,0.536970915300177,0.946202769868488,-0.40923185456831,0.100948407794398,-4.05387131416471,0.0331044922777965,0.0208328723107256,5.03769357245004e-05,0.00716989737698952,0.998905551664759,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",68,NA,NA,NA,3,NA,"-",5892,NA,"16189",20502
"3765","chr11",97098899,0.963948202962221,0.458178372571596,0.505769830390625,0.132933447860518,3.80468451342142,0.0379169267374014,0.0271754678648154,0.0001419850406948,0.0175721921016412,0.99886760578006,"Tbx21","NM_019507 NP_062380","inside exon","inside",16432,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"596","chr2",9873490,0.0916436942706797,0.654163946303024,-0.562520252032344,0.152783792339143,-3.68180579510478,0.0331349747932333,0.0280091249398492,0.000231587796504997,0.0261878644692156,0.998773442822553,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",182,"inside intron",123,1,3,"inside transcription region","-",10489,NA,"14462",17664
"3620","chr11",53614729,0.485504734654688,0.880788238008873,-0.395283503354184,0.0988639392303441,-3.99825767040507,0.0274930847255476,0.0234581983653747,6.38104650172772e-05,0.00825620403053089,0.998590547691176,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",2495,"inside intron",-672,2,4,"inside transcription region","-",14242,NA,"16189",20500
"3668","chr11",53616478,0.573866365004536,0.950070038060151,-0.376203673055615,0.0934259291658735,-4.02675869980038,0.0304582975562106,0.0206950177612472,5.65510142381333e-05,0.00748709125715564,0.998443866522835,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",746,"inside intron",602,1,4,"inside transcription region","-",14242,NA,"16189",20500
"3623","chr11",53615004,0.600770589142753,0.935021952431457,-0.334251363288704,0.0808925271160543,-4.13204254095267,0.0226309349076592,0.0197206622354143,3.59553853498689e-05,0.00524856432812317,0.998109280321935,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",2220,"inside intron",-947,2,4,"inside transcription region","-",14242,NA,"16189",20500
"3731","chr11",53618918,0.0771683835593601,0.403406962653255,-0.326238579093895,0.0787353560641543,-4.14348261571425,0.0257755700823557,0.019866993163518,3.42071012747976e-05,0.00512476388309007,0.997969666056399,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",249,NA,NA,NA,4,NA,"-",6209,NA,"16189",20503
"4877","chrX",7565503,0.112886842314986,0.896463657280057,-0.783576814965071,0.24209033339694,-3.23671252779966,0.0369221170096657,0.0311962981754063,0.00120915151532242,0.0917826610230735,0.997757174044178,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",1215,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"3625","chr11",53615243,0.601037299779275,0.928481259227847,-0.327443959448572,0.0811157495764196,-4.03674947415834,0.0201403685782299,0.0213701572823788,5.41968895767862e-05,0.00734625934192009,0.997475978984846,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",1981,"inside intron",-1186,2,4,"inside transcription region","-",14242,NA,"16189",20500
"643","chr2",9874685,0.248139272210144,0.697858565219105,-0.449719293008961,0.12798601463483,-3.51381589849565,0.0273669293320374,0.031205045289885,0.000441718840880863,0.0426221247649959,0.996865759375293,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside exon","inside",714,"inside exon",0,2,2,"inside transcription region","-",912,NA,"14462",17665
"3733","chr11",53618943,0.289409411301699,0.663725153743047,-0.374315742441348,0.103187204760509,-3.62754028767531,0.0194518603573682,0.0369138479996994,0.000286134138318402,0.0301659564712345,0.996076839155682,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",274,NA,NA,NA,4,NA,"-",6209,NA,"16189",20503
"3624","chr11",53615005,0.37563403975964,0.775117280364649,-0.399483240605009,0.112909860980107,-3.53807220323645,0.0269789531878211,0.0251283266547662,0.000403059825052476,0.0402564839302411,0.996008878526913,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",2219,"inside intron",-948,2,4,"inside transcription region","-",14242,NA,"16189",20500
"5442","chrX",7579641,0.840626727602214,0.055307299652149,0.785319427950065,0.264646063109373,2.96743287515109,0.0370274030389191,0.0314542475579776,0.0030029784512375,0.17624697240098,0.995606175672856,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",28,NA,NA,NA,13,NA,"+",15565,NA,"20371",31446
"3734","chr11",53618944,0.254527472852746,0.623276526181555,-0.368749053328809,0.103652926029769,-3.55753636151963,0.0225194915783048,0.0223921939940634,0.000374349295280005,0.0380566167505191,0.99524285211973,"Il4","NM_021283 NP_067258 NR_027491","promoter","promoter",275,NA,NA,NA,4,NA,"-",6209,NA,"16189",20503
"3634","chr11",53615451,0.396278738543815,0.769340922810902,-0.373062184267087,0.10606545117001,-3.51728277353118,0.031046649757703,0.0204001443211389,0.00043598904635872,0.0426221247649959,0.994984387654593,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",1773,"inside intron",-1394,2,4,"inside transcription region","-",14242,NA,"16189",20500
"137","chr1",131018541,0.210258647767822,0.842086217586988,-0.631827569819166,0.209417602293473,-3.01707002133343,0.0352554743588269,0.030450491177037,0.00255230847786141,0.157937958309402,0.994687724123394,"Il10","NM_010548 NP_034678 XM_036162094 XP_036017987","promoter","promoter",1304,NA,NA,NA,5,NA,"+",5129,NA,"16153",20340
"472","chr2",9868768,0.447799431578502,0.910067977343393,-0.462268545764891,0.142167284994928,-3.25158172487701,0.0306318127902743,0.0283423023744731,0.0011476477658747,0.0907438712656206,0.994624019574443,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside exon","inside",4904,"inside exon",0,2,3,"inside transcription region","-",10489,NA,"14462",17664
"3679","chr11",53616818,0.707149050820453,0.984814980619585,-0.277665929799132,0.0697385587777275,-3.98152664273025,0.0205372596767446,0.0266991203526183,6.84740439282383e-05,0.00866272737963246,0.994576687498862,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",406,"inside intron",262,1,4,"inside transcription region","-",14242,NA,"16189",20500
"56","chr1",20731184,0.567878884072144,0.943568900810702,-0.375690016738557,0.109486135442058,-3.43139352961617,0.0248954622814463,0.030585206676262,0.000600488796695348,0.0543300949684508,0.99410640664232,"Il17a","NM_010552 NP_034682","inside intron","inside",279,"inside intron",-195,1,3,"inside transcription region","+",3591,NA,"16171",20419
"604","chr2",9873921,0.36798503643733,0.900877698853029,-0.532892662415699,0.174797536746743,-3.0486279860327,0.0311798390069716,0.0324943799501803,0.00229888965624235,0.14541754236653,0.993513709485884,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","promoter","promoter",249,NA,NA,NA,3,NA,"-",10489,NA,"14462",17664
"1921","chr4",128788645,0.0907492286995245,0.859390196630258,-0.768640967930733,0.273638348732061,-2.80896654833773,0.0370491043042645,0.0312294571738875,0.00497008105381984,0.259584141645838,0.993478333304177,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","close to 3'","close to 3'",1447,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"3900","chr11",97102928,0.499253636275224,0.978440267902762,-0.479186631627538,0.153845490777785,-3.11472652987716,0.0307469297740157,0.0318890157310783,0.00184115520618457,0.123314077515397,0.993227418266307,"Tbx21","NM_019507 NP_062380","inside intron","inside",12403,"inside intron",-829,2,6,"inside transcription region","-",17260,NA,"57765",70992
"3564","chr11",53612722,0.693078093185655,0.986076626395965,-0.292998533210311,0.0792879725406683,-3.69537174203851,0.0251582642222886,0.0260954240901747,0.000219565297823824,0.025509902867572,0.992536880592201,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",4502,"inside intron",1181,2,4,"inside transcription region","-",14242,NA,"16189",20500
"3660","chr11",53616281,0.703053079279949,0.985214590413238,-0.282161511133289,0.0749983773433393,-3.762234879317,0.0207872908213488,0.02636135773421,0.000168401782689997,0.0201779394449407,0.992427249167887,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",943,"inside intron",799,1,4,"inside transcription region","-",14242,NA,"16189",20500
"3628","chr11",53615249,0.625895171621241,0.938283849410597,-0.312388677789356,0.0874708177515187,-3.57134740270485,0.0219303443252937,0.0218492035560453,0.000355149447590461,0.0367611964569545,0.992412320053268,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",1975,"inside intron",-1192,2,4,"inside transcription region","-",14242,NA,"16189",20500
"699","chr2",9875190,0.131567015187195,0.535237899141742,-0.403670883954547,0.125296810480616,-3.22171715629583,0.0294957434413782,0.026373201638945,0.00127424858881088,0.0954512791592149,0.992345619240785,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside exon","inside",209,"inside exon",0,1,2,"inside transcription region","-",912,NA,"14462",17665
"3627","chr11",53615248,0.685151744165497,0.965101560924964,-0.279949816759467,0.0744610053388037,-3.75968354826359,0.02091253123288,0.0260440367784161,0.000170128419700888,0.0201779394449407,0.992169180313084,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",1976,"inside intron",-1191,2,4,"inside transcription region","-",14242,NA,"16189",20500
"3688","chr11",53617163,0.49487638822615,0.832598987312405,-0.337722599086256,0.0984078779875231,-3.43186547655336,0.0212159048504811,0.023309015391537,0.000599444822489418,0.0543300949684508,0.992151547882189,"Il4","NM_021283 NP_067258 NR_027491","inside exon","inside",61,"inside exon",0,1,4,"inside transcription region","-",14242,NA,"16189",20500
"4872","chrX",7565203,0.300738236833553,0.83558363967629,-0.534845402842737,0.18107444431723,-2.95373212304728,0.0599330789475478,0.0286541158034082,0.0031395639823579,0.182383038281261,0.992062849826789,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",915,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"84","chr1",20732289,0.431639755731594,0.846040928422422,-0.414401172690827,0.130684416691792,-3.17100679010687,0.0263911794598217,0.0283602563440101,0.00151911592202,0.110875986462306,0.9919729431418,"Il17a","NM_010552 NP_034682","inside exon","inside",1384,"inside exon",0,2,3,"inside transcription region","+",3591,NA,"16171",20419
"4870","chrX",7565196,0.322224704130086,0.856268102883267,-0.534043398753181,0.181579979655658,-2.94109185255953,0.0357061666838439,0.0323938732136273,0.00327057536069104,0.182542995376608,0.991824181269855,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",908,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"3562","chr11",53612700,0.665999382254183,0.954383021652244,-0.288383639398061,0.0785061255964229,-3.67339028906555,0.020058542256594,0.0214025260101892,0.000239353469835309,0.0262046019956233,0.991793975650904,"Il4","NM_021283 NP_067258 NR_027491","inside intron","inside",4524,"inside intron",1203,2,4,"inside transcription region","-",14242,NA,"16189",20500
"502","chr2",9869522,0.355705129702942,0.806748713185011,-0.451043583482069,0.147157662446961,-3.06503634253253,0.0281397137032058,0.0265553217249972,0.00217643548631666,0.141317477519912,0.991562226094579,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",4150,"inside intron",-615,2,3,"inside transcription region","-",10489,NA,"14462",17664
"5017","chrX",7571529,0.182149972257055,0.794995329350373,-0.612845357093318,0.217728858623175,-2.81471809005335,0.0350386939984179,0.0305044101094149,0.004882003935515,0.257344892637841,0.991279563621383,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",1314,"inside intron",1274,1,4,"inside transcription region","-",12601,NA,"54646",67915
"3845","chr11",97100624,0.753799256481667,0.263614418959815,0.490184837521852,0.164931149186206,2.97205737024507,0.0318493659212416,0.0274773287701992,0.00295811403167373,0.175422324815818,0.9911759245543,"Tbx21","NM_019507 NP_062380","inside intron","inside",14707,"inside intron",-538,4,6,"inside transcription region","-",17260,NA,"57765",70992
"4999","chrX",7571289,0.0575835889659289,0.650359304419603,-0.592775715453674,0.210508829806328,-2.81591853414909,0.0372933963707842,0.0293947452084477,0.00486379982700168,0.257344892637841,0.990880035627144,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",1554,"inside intron",1514,1,4,"inside transcription region","-",12601,NA,"54646",67915
