"","chr","pos","mu1","mu2","diff","diff.se","stat","phi1","phi2","pval","fdr","postprob.overThreshold","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Geneid","subjectHits"
"5825","chrX",7595913,0.958621329589393,0.418872918620461,0.539748410968933,0.219300097023904,2.46123197524213,0.0215490468179355,0.0298767458903241,0.0138460808793772,0.999920290668695,0.979296865950545,"Ccdc22","NM_138603 NP_613069","inside exon","inside",1366,"inside exon",0,1,8,"inside transcription region","-",3469,NA,"54638",67892
"4951","chrX",7568244,0.410190936689026,0.91709351377175,-0.506902577082724,0.202375631225831,-2.50476094385628,0.0180884830275452,0.0312436837816424,0.0122534181051774,0.999920290668695,0.979172558231334,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","upstream","upstream",3956,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"4904","chrX",7566518,0.0227017409417012,0.405189873171952,-0.382488132230251,0.139776765656933,-2.73642139616414,0.023001890227655,0.0289671818937798,0.00621114316922318,0.999920290668695,0.978638234872197,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",2230,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"5228","chrX",7574081,0.0287953093808163,0.452651376796876,-0.42385606741606,0.161112578138826,-2.63080680796278,0.022649267365505,0.0316476560921903,0.00851824433649624,0.999920290668695,0.97836491092214,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside exon","inside",167,"inside exon",0,1,4,"inside transcription region","-",15296,NA,"54646",67913
"5009","chrX",7571289,0.133780454465983,0.650427822214771,-0.516647367748788,0.209873206105462,-2.46171189422422,0.0178434736234173,0.0293945469030431,0.0138275691610338,0.999920290668695,0.978091436237646,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",1554,"inside intron",1514,1,4,"inside transcription region","-",12601,NA,"54646",67915
"2167","chr4",128796362,0.344144883783869,0.896563501037627,-0.552418617253758,0.229261158382859,-2.40956043819353,0.0184546077798064,0.0311961826565374,0.0159717504274441,0.999920290668695,0.977989055610296,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","promoter","promoter",1474,NA,NA,NA,8,NA,"-",21784,NA,"230761",45393
"672","chr2",9874893,0.142719635155565,0.647549883589355,-0.50483024843379,0.204728080923527,-2.46585737606929,0.0246422807435318,0.0305362518781838,0.0136685747228272,0.999920290668695,0.977568887094749,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside exon","inside",506,"inside exon",0,2,2,"inside transcription region","-",912,NA,"14462",17665
"4984","chrX",7570062,0.36478836539129,0.786381831462747,-0.421593466071457,0.161929092166806,-2.60356839175734,0.0166168406545958,0.0334849000509087,0.00922588584322239,0.999920290668695,0.97712257029984,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",2781,"inside intron",2741,1,4,"inside transcription region","-",12601,NA,"54646",67915
"5546","chrX",7584280,0.423290338251075,0.91709351377175,-0.493803175520675,0.201453389381899,-2.45120311470443,0.0177900934346131,0.0312436837816424,0.0142379585373986,0.999920290668695,0.976298549130708,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",1993,NA,NA,NA,11,NA,"+",8970,NA,"20371",31450
"2341","chr4",128801595,0.252094147735167,0.862510765462564,-0.610416617727398,0.266282098322191,-2.29236821240914,0.0192524130183428,0.0311123108698636,0.0218844046975287,0.999920290668695,0.976186257207118,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",4450,"inside intron",4416,1,7,"5' UTR","-",28961,NA,"230761",45394
"5593","chrX",7586931,0.197363184158838,0.647271371835937,-0.449908187677099,0.181854523085295,-2.4740005364952,0.015822774065598,0.0296741950760917,0.0133609496154708,0.999920290668695,0.974077362745212,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside intron","inside",576,"inside intron",142,2,10,"inside transcription region","+",6693,NA,"20371",31451
"4893","chrX",7565815,0.0312486392578535,0.632886381036728,-0.601637741778874,0.267909842870993,-2.24567240729779,0.0217003556607531,0.0314753373020571,0.0247249988188171,0.999920290668695,0.973835494799233,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",1527,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"4961","chrX",7568819,0.50917040947613,0.930137244611906,-0.420966835135776,0.167137055303545,-2.51869242503549,0.01802588727282,0.0313219877146172,0.01177915013458,0.999920290668695,0.973508603933585,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",4024,"inside intron",3984,1,4,"inside transcription region","-",12601,NA,"54646",67915
"4907","chrX",7566525,0.0329751000001833,0.632886381036728,-0.599911281036545,0.268351869954352,-2.2355397826689,0.021591511011847,0.0314753373020571,0.0253819328916526,0.999920290668695,0.973312649223292,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",2237,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"1324","chr3",94382573,0.182389701384444,0.513440131335371,-0.331050429950926,0.120264927035909,-2.75267642953028,0.0132237186153614,0.0251382257942101,0.00591102866493995,0.987624193635246,0.972814489240779,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",5057,"inside intron",1610,2,7,"5' UTR","+",20132,NA,"19885",30387
"5441","chrX",7579474,0.0214046092218502,0.505297602731338,-0.483892993509488,0.203780844162936,-2.37457546854886,0.0225097038290394,0.0298791418429947,0.0175691442087029,0.999920290668695,0.972290595532681,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","promoter","promoter",93,NA,NA,NA,12,NA,"+",14232,NA,"20371",31443
"470","chr2",9868720,0.66426767624541,0.943000928790526,-0.278733252545116,0.0950822495384095,-2.93149619301464,0.0129253882748075,0.0299269544748836,0.00337333500786345,0.737857423552988,0.969964631905277,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",4952,"inside intron",40,2,3,"inside transcription region","-",10489,NA,"14462",17664
"5239","chrX",7574130,0.024811723075597,0.50534453274969,-0.480532809674093,0.206660785406377,-2.32522492706672,0.0220828861336896,0.0352882637606717,0.0200599361257359,0.999920290668695,0.969698075167506,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside exon","inside",118,"inside exon",0,1,4,"inside transcription region","-",15296,NA,"54646",67913
"4940","chrX",7567721,0.021735841907131,0.3687167846011,-0.346980942693969,0.132497851399631,-2.61876656133411,0.0231333334174208,0.0336013680097649,0.00882483142512281,0.999920290668695,0.969212870619385,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","upstream","upstream",3433,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"1364","chr3",94384784,0.356348597638205,0.690680355918174,-0.33433175827997,0.125885065477163,-2.65584926228299,0.0136720150526553,0.0321790460108751,0.00791089668208863,0.999920290668695,0.968941415473117,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",7268,"inside intron",-459,2,7,"inside transcription region","+",20132,NA,"19885",30387
"1548","chr4",128776989,0.853682762982579,0.302372343690152,0.551310419292426,0.25085504677877,2.19772504628392,0.0188138207375612,0.03074225838474,0.0279687055861635,0.999920290668695,0.96870849764779,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",13103,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"4061","chr11",97109673,0.7404391881078,0.984801643118712,-0.244362455010911,0.0779910454151071,-3.13321168744813,0.0130579436221264,0.0322696463377232,0.00172904691935406,0.529179359791783,0.967921214295482,"Tbx21","NM_019507 NP_062380","inside intron","inside",5658,"inside intron",4976,1,6,"inside transcription region","-",17260,NA,"57765",70992
"2090","chr4",128793847,0.64275326220185,0.19103444531954,0.45171881688231,0.194205894740765,2.32597891781444,0.0167554346582245,0.0308202360557761,0.0200196753898669,0.999920290668695,0.96718367958722,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",1041,"inside intron",1003,1,8,"inside transcription region","-",21784,NA,"230761",45393
"3365","chr10",118439671,0.369552979701812,0.947325944414563,-0.577772964712751,0.271835048338161,-2.12545427179061,0.0196770343469085,0.0313722487425686,0.0335487258544892,0.999920290668695,0.966918509354939,"Ifng","NM_008337 NP_032363","promoter","promoter",1375,NA,NA,NA,4,NA,"+",4846,NA,"15978",20216
"4885","chrX",7565341,0.267067919270915,0.762732095140549,-0.495664175869634,0.22366672055308,-2.21608370992324,0.0176940412426107,0.0302770028260355,0.0266857696795916,0.999920290668695,0.965422550911006,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",1053,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"4573","chr12",119237736,0.482407656962023,0.805270005868965,-0.322862348906942,0.123215015133791,-2.6203165949894,0.0140639435419776,0.0259644499923285,0.0087848169159725,0.999920290668695,0.965052979823475,"Itgb8","NM_177290 NP_796264 XM_036157503 XP_036013396","inside exon","inside",1034,"inside exon",0,1,3,"inside transcription region","-",37307,NA,"320910",59981
"2679","chr4",128806307,0.0539333624605084,0.788342713347347,-0.734409350886838,0.387083237303398,-1.89729050527498,0.0210165773069259,0.0311123108698636,0.0577896074237904,0.999920290668695,0.964944141189606,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","promoter","promoter",262,NA,NA,NA,7,NA,"-",28961,NA,"230761",45394
"5443","chrX",7579604,0.113876342726845,0.563907799513342,-0.450031456786497,0.197934535787073,-2.27363787222365,0.0188515246163914,0.0296257102832199,0.022987768427397,0.999920290668695,0.964232209689314,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside exon","inside",37,"inside exon",0,1,12,"5' UTR","+",14232,NA,"20371",31443
"1322","chr3",94382529,0.356791960344848,0.681495469434608,-0.32470350908976,0.125176496377374,-2.59396546865208,0.0135868003292203,0.0252125601869756,0.00948760154237714,0.999920290668695,0.964026457449964,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",5013,"inside intron",1654,2,7,"5' UTR","+",20132,NA,"19885",30387
"4911","chrX",7566647,0.0940743550187467,0.590162507586861,-0.496088152568115,0.227421580708222,-2.18135917894523,0.0221717121223285,0.0297147343062854,0.0291568604431128,0.999920290668695,0.96359759684835,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","promoter","promoter",2359,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"2469","chr4",128805664,0.0609572074815642,0.788342713347347,-0.727385505865782,0.389352393685352,-1.86819322973934,0.0208986462866406,0.0311123108698636,0.0617351421377145,0.999920290668695,0.96324103348826,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",381,"inside intron",347,1,7,"5' UTR","-",28961,NA,"230761",45394
"5116","chrX",7573489,0.500178697785564,0.889133421242069,-0.388954723456505,0.163085294674515,-2.38497728586002,0.0169610101862385,0.0304454397099652,0.0170801758999216,0.999920290668695,0.963144324479536,"Flicr","NR_029473","promoter","promoter",111,NA,NA,NA,3,NA,"+",7427,NA,"78185",98587
"1320","chr3",94382423,0.425689926697495,0.741701307593235,-0.316011380895741,0.121046061438625,-2.61067049303352,0.0129975655498182,0.0283557044758553,0.00903649157623749,0.999920290668695,0.963126226330658,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",4907,"inside intron",1760,2,7,"5' UTR","+",20132,NA,"19885",30387
"1298","chr3",94381084,0.707600511977753,0.961359784998563,-0.25375927302081,0.0867054566768685,-2.92668169624564,0.0134546247158965,0.0287987212835062,0.00342599319620476,0.737857423552988,0.961937296987774,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",3568,"inside intron",3099,2,7,"5' UTR","+",20132,NA,"19885",30387
"5017","chrX",7571375,0.283276495159995,0.757528423266745,-0.47425192810675,0.217176775100353,-2.1837138335239,0.0181930999542566,0.0310351241009817,0.0289832826218744,0.999920290668695,0.961673787837034,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",1468,"inside intron",1428,1,4,"inside transcription region","-",12601,NA,"54646",67915
"1708","chr4",128782937,0.894082193136823,0.437706680266848,0.456375512869975,0.206035483650094,2.21503356987299,0.018336258500354,0.0293978634697829,0.0267577604267445,0.999920290668695,0.961619237440733,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",7155,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"4927","chrX",7567503,0.279736287105355,0.757528423266745,-0.47779213616139,0.220732780027051,-2.16457263892946,0.0171975746680248,0.0310351241009817,0.0304204282336174,0.999920290668695,0.960936318364167,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","upstream","upstream",3215,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"5108","chrX",7573468,0.357577464544011,0.761833681055709,-0.404256216511698,0.17503637607448,-2.30955545114623,0.016757178102801,0.0331923946910792,0.0209127783822421,0.999920290668695,0.960899154973251,"Flicr","NR_029473","promoter","promoter",132,NA,NA,NA,3,NA,"+",7427,NA,"78185",98587
"5043","chrX",7572030,0.183231422949278,0.650427822214771,-0.467196399265493,0.214952711516454,-2.17348455839196,0.0233489264893432,0.0293945469030431,0.0297438667683075,0.999920290668695,0.960367688291901,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",813,"inside intron",773,1,4,"inside transcription region","-",12601,NA,"54646",67915
"1351","chr3",94384158,0.550967662458775,0.891626309794043,-0.340658647335268,0.13801894190355,-2.46820213687283,0.0145603123817512,0.0288862283960062,0.0135793613832022,0.999920290668695,0.960095791638242,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",6642,"inside intron",25,2,7,"5' UTR","+",20132,NA,"19885",30387
"5201","chrX",7573953,0.197912103203566,0.712209071625806,-0.51429696842224,0.246407536463025,-2.08718035091193,0.0194067731450164,0.0307227537696348,0.0368718349490138,0.999920290668695,0.959985615822608,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside exon","inside",295,"inside exon",0,1,4,"inside transcription region","-",15296,NA,"54646",67913
"4936","chrX",7567657,0.0227017409417012,0.336711655545024,-0.314009914603322,0.128545341192696,-2.44279498338726,0.023001890227655,0.0382487510652508,0.0145740138265072,0.999920290668695,0.952668912574721,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","upstream","upstream",3369,NA,NA,NA,3,NA,"-",2058,NA,"54646",67916
"5591","chrX",7586845,0.50445160991848,0.864955139859518,-0.360503529941038,0.157774071326133,-2.28493520456758,0.0162353784791537,0.0311593950970798,0.0223166273962021,0.999920290668695,0.952399880851074,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside intron","inside",490,"inside intron",228,2,10,"inside transcription region","+",6693,NA,"20371",31451
