"","chr","pos","mu1","mu2","diff","diff.se","stat","phi1","phi2","pval","fdr","postprob.overThreshold","name","annotation","description","region","distance","subregion","insideDistance","exonnumber","nexons","UTR","strand","geneL","codingL","Geneid","subjectHits"
"2931","chr8",115705466,0.895415642769352,0.526601457055519,0.368814185713832,0.0917262992449776,4.020811792797,0.0165538599129055,0.0223530558802934,5.79979292470434e-05,0.0471771727332379,0.998308684665726,"Maf","NM_001025577 NP_001020748","inside exon","inside",2328,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"2901","chr8",115703339,0.780257077545818,0.376850163040382,0.403406914505436,0.104308900496571,3.86742562317296,0.0186390146323627,0.0236359859120212,0.000109990359649794,0.0626285107845927,0.998186222534728,"Maf","NM_001025577 NP_001020748","inside exon","inside",4455,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"1855","chr4",128787141,0.213329597957196,0.874922006789286,-0.661592408832091,0.195966549178877,-3.37604765509338,0.0239968640366824,0.0366199537519346,0.000735351811131047,0.246299600740011,0.997970813108522,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",2951,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"4124","chr11",97112986,0.419188800543752,0.967632425151559,-0.548443624607808,0.156448441151239,-3.50558702005618,0.0219523095279546,0.0363360170096953,0.000455601540326365,0.185299655044166,0.997941153008862,"Tbx21","NM_019507 NP_062380","inside intron","inside",2345,"inside intron",1663,1,6,"inside transcription region","-",17260,NA,"57765",70992
"677","chr2",9874937,0.557964310574926,0.064593858733554,0.493370451841372,0.140367388062583,3.51485098249035,0.0204744871474631,0.0290267390834411,0.00044000081266811,0.185299655044166,0.997475903913133,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",462,"inside intron",-11,2,2,"inside transcription region","-",912,NA,"14462",17665
"3756","chr11",97098724,0.832479480264638,0.223489109778512,0.608990370486126,0.191515458662814,3.1798496828307,0.0323815366805058,0.0355710651222873,0.00147351466268124,0.441589078384578,0.996173142262835,"Tbx21","NM_019507 NP_062380","inside exon","inside",16607,"inside exon",0,6,6,"3'UTR","-",17260,NA,"57765",70992
"4122","chr11",97112966,0.251965994037575,0.812120806796299,-0.560154812758725,0.175813695432281,-3.1860704103935,0.0239942396705369,0.0332161292260234,0.00144219493452058,0.441589078384578,0.995655125517003,"Tbx21","NM_019507 NP_062380","inside intron","inside",2365,"inside intron",1683,1,6,"inside transcription region","-",17260,NA,"57765",70992
"2925","chr8",115704970,0.527488014371528,0.16564867947433,0.361839334897198,0.104787591661926,3.45307425391159,0.0173860538786918,0.0222682511163149,0.000554236417848847,0.210388144215422,0.993773846206931,"Maf","NM_001025577 NP_001020748","inside exon","inside",2824,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"3791","chr11",97099168,0.817885158461133,0.285481174029899,0.532403984431234,0.175018231115535,3.04199157446505,0.0230288114008792,0.0359034621653767,0.00235018472754377,0.608270538119737,0.993407221697184,"Tbx21","NM_019507 NP_062380","inside exon","inside",16163,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"3759","chr11",97098803,0.799183059212802,0.209821634724043,0.589361424488758,0.203779024387259,2.89215941758924,0.02261918214877,0.0344598230391459,0.0038260375569031,0.740860728408531,0.992193113610513,"Tbx21","NM_019507 NP_062380","inside exon","inside",16528,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"1626","chr4",128779687,0.163003233235948,0.921003232042474,-0.757999998806526,0.279231548996226,-2.71459296605761,0.0265965154211336,0.0358343746401449,0.00663572726906758,0.968816181283866,0.991835744379214,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",10405,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"2917","chr8",115704432,0.822235051093106,0.484444134631982,0.337790916461125,0.0995473237658102,3.39326969006011,0.0155586588777837,0.0236573983973225,0.000690636067786813,0.245780110623632,0.991551930001821,"Maf","NM_001025577 NP_001020748","inside exon","inside",3362,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"596","chr2",9873490,0.150782067581404,0.669280161010705,-0.518498093429301,0.179883373009257,-2.88241255851156,0.0233103358546999,0.0370703093852942,0.00394642652062561,0.740860728408531,0.990296627559055,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",182,"inside intron",123,1,3,"inside transcription region","-",10489,NA,"14462",17664
"3835","chr11",97100181,0.976143290772069,0.594054218629146,0.382089072142923,0.121470960128018,3.14551784015076,0.0289762651916041,0.0312317240640102,0.00165793083010514,0.472012907330934,0.989927079174286,"Tbx21","NM_019507 NP_062380","inside intron","inside",15150,"inside intron",-95,4,6,"inside transcription region","-",17260,NA,"57765",70992
"3770","chr11",97098925,0.785536598118772,0.296941480492918,0.488595117625854,0.16839801921282,2.90143031319373,0.0213572755078675,0.0357053728500516,0.00371463390169774,0.740860728408531,0.989726076424571,"Tbx21","NM_019507 NP_062380","inside exon","inside",16406,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"1906","chr4",128788486,0.89384421094978,0.244668277792179,0.6491759331576,0.247826188926712,2.61948075774016,0.0265041936100004,0.0342788631762724,0.00880637407996238,0.999769025247847,0.987904750489377,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","close to 3'","close to 3'",1606,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"5017","chrX",7570062,0.914115692552229,0.369928037978187,0.544187654574043,0.199545460571975,2.72713622757535,0.0267020250098934,0.0345570484248845,0.00638866573905427,0.968816181283866,0.987615514126256,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",2781,"inside intron",2741,1,4,"inside transcription region","-",12601,NA,"54646",67915
"4069","chr11",97109937,0.346286530057686,0.749492486473131,-0.403205956415445,0.135280795216961,-2.98051143008725,0.0185082649046996,0.0283307426043611,0.00287767498663404,0.682728390578927,0.987596665093421,"Tbx21","NM_019507 NP_062380","inside intron","inside",5394,"inside intron",4712,1,6,"inside transcription region","-",17260,NA,"57765",70992
"1703","chr4",128782613,0.434538504650596,0.969223360758274,-0.534684856107678,0.198133870361539,-2.69860400512052,0.0236407615131692,0.0364642408616587,0.00696309764134736,0.991196949245797,0.98655779175476,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",7479,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"1785","chr4",128785419,0.326753581170994,0.87858515988908,-0.551831578718086,0.20888885090023,-2.64174739982486,0.0256596753991468,0.0350211967000395,0.0082479544565406,0.999769025247847,0.985633140323172,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",4673,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"4121","chr11",97112965,0.400538256098263,0.821464535337028,-0.420926279238765,0.148850580021109,-2.82784440060007,0.0380815981899685,0.0360706802312972,0.00468625779627406,0.817273446840488,0.984692255803128,"Tbx21","NM_019507 NP_062380","inside intron","inside",2366,"inside intron",1684,1,6,"inside transcription region","-",17260,NA,"57765",70992
"1863","chr4",128787420,0.310586930436548,0.860440852084365,-0.549853921647818,0.211601002722304,-2.59854119108038,0.0234660513473109,0.0341927703249697,0.00936208119801005,0.999769025247847,0.984312695891661,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",2672,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"3389","chr10",118440869,0.471785320199358,0.0955461184524756,0.376239201746883,0.128977213809188,2.9170982271605,0.0195784719664362,0.0273152349619767,0.00353304490097915,0.740860728408531,0.98400496228612,"Ifng","NM_008337 NP_032363","promoter","promoter",177,NA,NA,NA,4,NA,"+",4846,NA,"15978",20216
"2922","chr8",115704955,0.586055006812152,0.221951809102131,0.364103197710021,0.124023499625561,2.93575974560694,0.0184955009828733,0.0255683793893435,0.00332731915747644,0.740860728408531,0.983483187751709,"Maf","NM_001025577 NP_001020748","inside exon","inside",2839,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"2927","chr8",115705305,0.656773624539687,0.316296328093395,0.340477296446292,0.113542860962926,2.99866758296205,0.016300106458674,0.0244726056216509,0.0027116298359534,0.67130522982255,0.982962407069184,"Maf","NM_001025577 NP_001020748","inside exon","inside",2489,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"5161","chrX",7573549,0.120226890647974,0.679445810897541,-0.559218920249567,0.222170809497389,-2.51706748296355,0.0265290786278508,0.0314496817682886,0.0118336161506888,0.999769025247847,0.982133961865655,"Flicr","NR_029473","promoter","promoter",51,NA,NA,NA,3,NA,"+",7427,NA,"78185",98587
"1857","chr4",128787202,0.449158103204483,0.965016324391465,-0.515858221186982,0.200841173982016,-2.56848837795169,0.0242733212710135,0.036315865070637,0.01021431372007,0.999769025247847,0.981884372924614,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",2890,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"3838","chr11",97100244,0.770245671257025,0.35640036532205,0.413845305934975,0.152417697201038,2.71520508139626,0.0203486019956093,0.0297018871941716,0.00662347402015854,0.968816181283866,0.980632382441572,"Tbx21","NM_019507 NP_062380","inside intron","inside",15087,"inside intron",-158,4,6,"inside transcription region","-",17260,NA,"57765",70992
"5652","chrX",7588123,0.411248751566836,0.921003232042474,-0.509754480475638,0.201054046206014,-2.53541020484267,0.0220184345897759,0.0358343746401449,0.0112315719341203,0.999769025247847,0.980438134074676,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside intron","inside",1768,"inside intron",-45,5,10,"inside transcription region","+",6693,NA,"20371",31451
"5423","chrX",7576257,0.160052940815509,0.793084246211198,-0.633031305395688,0.271995746066135,-2.32735737433838,0.0263424518743668,0.0332863928291528,0.019946252454549,0.999769025247847,0.978504158384227,"Flicr","NR_029473","inside intron","inside",1765,"inside intron",1430,2,3,"inside transcription region","+",3923,NA,"78185",98589
"5485","chrX",7579731,0.858677566226182,0.247067271895517,0.611610294330665,0.260217164394801,2.35038413301104,0.0263424518743668,0.031872209227574,0.0187540455107372,0.999769025247847,0.978477937860858,"Foxp3","NM_001199347 NM_001199348 NM_054039 NP_001186276 NP_001186277 NP_473380","inside exon","inside",55,"inside exon",0,1,14,"5' UTR","+",15569,NA,"20371",31448
"3443","chr10",118443204,0.309511114788683,0.689141310577391,-0.379630195788707,0.139207100937564,-2.72708930242701,0.0198520550637827,0.0257563447419522,0.00638957437603564,0.968816181283866,0.978002446775918,"Ifng","NM_008337 NP_032363","close to 3'","close to 3'",2157,NA,NA,NA,2,NA,"+",1571,NA,"15978",20217
"1849","chr4",128787029,0.0972734033401297,0.657508709205812,-0.560235305865682,0.233727718072366,-2.39695706819088,0.0267576818970441,0.0359887304579027,0.0165318605742036,0.999769025247847,0.977895167995911,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",3063,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"4542","chr12",119228916,0.621727250128415,0.980124700629721,-0.358397450501306,0.128785913924182,-2.7828932495855,0.0222527895273389,0.0369614487248356,0.00538765296379101,0.902273411053706,0.977779651021052,"Itgb8","NM_177290 NP_796264 XM_036157503 XP_036013396","inside intron","inside",9854,"inside intron",8755,1,3,"inside transcription region","-",37307,NA,"320910",59981
"4116","chr11",97112910,0.545704739744027,0.969744213403039,-0.424039473659012,0.162761251735435,-2.60528515932207,0.0219791539781526,0.0363780726064225,0.00917978236384173,0.999769025247847,0.977395080579517,"Tbx21","NM_019507 NP_062380","inside intron","inside",2421,"inside intron",1739,1,6,"inside transcription region","-",17260,NA,"57765",70992
"4067","chr11",97109851,0.641973913365523,0.959942132841282,-0.317968219475759,0.109071330581624,-2.91523187422571,0.0177866548372813,0.0306369151733823,0.00355424364505677,0.740860728408531,0.977226916723199,"Tbx21","NM_019507 NP_062380","inside intron","inside",5480,"inside intron",4798,1,6,"inside transcription region","-",17260,NA,"57765",70992
"445","chr2",9867873,0.214444435437376,0.632537729621767,-0.418093294184391,0.160907212653971,-2.59835023731034,0.0222646347791735,0.0546154196352197,0.00936728963572655,0.999769025247847,0.976613407178526,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",5799,"inside intron",887,2,3,"inside transcription region","-",10489,NA,"14462",17664
"3913","chr11",97103790,0.576965951522829,0.185570588995179,0.39139536252765,0.149410135212293,2.61960383056695,0.0194314746677244,0.0354644367113381,0.00880319693175752,0.999769025247847,0.974933017279769,"Tbx21","NM_019507 NP_062380","inside intron","inside",11541,"inside intron",-1691,2,6,"inside transcription region","-",17260,NA,"57765",70992
"3776","chr11",97099013,0.745562369407332,0.344213145457854,0.401349223949478,0.156218457979464,2.56915366558182,0.020763979705166,0.0365951369374794,0.0101947239498325,0.999769025247847,0.973801418603112,"Tbx21","NM_019507 NP_062380","inside exon","inside",16318,"inside exon",0,6,6,"inside transcription region","-",17260,NA,"57765",70992
"164","chr1",131019230,0.676615252696163,0.295098448864147,0.381516803832017,0.146095608680672,2.61141869545111,0.0193763321499462,0.0298434744028026,0.00901674252602631,0.999769025247847,0.973496692220895,"Il10","NM_010548 NP_034678 XM_036162094 XP_036017987","promoter","promoter",615,NA,NA,NA,5,NA,"+",5129,NA,"16153",20340
"5064","chrX",7571838,0.163003233235948,0.866837827486427,-0.703834594250479,0.33153439048383,-2.12296103949676,0.0265965154211336,0.0357416972356606,0.0337571167731683,0.999769025247847,0.973384754926336,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",1005,"inside intron",965,1,4,"inside transcription region","-",12601,NA,"54646",67915
"2929","chr8",115705391,0.892868596606112,0.623053548115098,0.269815048491013,0.0879956524432456,3.06623158075947,0.0156228877868776,0.0219214238857786,0.00216775346691624,0.587770868601004,0.973198109936094,"Maf","NM_001025577 NP_001020748","inside exon","inside",2403,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"666","chr2",9874837,0.915485860597989,0.556656902946283,0.358828957651706,0.134902372577005,2.6599158398558,0.0220962764913164,0.0353784326518931,0.0078160179063607,0.999769025247847,0.972820446558054,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside exon","inside",562,"inside exon",0,2,2,"inside transcription region","-",912,NA,"14462",17665
"4118","chr11",97112919,0.545704739744027,0.96235782263389,-0.416653082889863,0.166498019301887,-2.50245068762293,0.0219791539781526,0.036233139344424,0.0123336806040832,0.999769025247847,0.972361813892426,"Tbx21","NM_019507 NP_062380","inside intron","inside",2412,"inside intron",1730,1,6,"inside transcription region","-",17260,NA,"57765",70992
"4071","chr11",97109995,0.463455315841865,0.826479516405524,-0.363024200563659,0.137857738557129,-2.63332479092727,0.0187627067842859,0.0288308198903498,0.00845534482004375,0.999769025247847,0.972192006161375,"Tbx21","NM_019507 NP_062380","inside intron","inside",5336,"inside intron",4654,1,6,"inside transcription region","-",17260,NA,"57765",70992
"3368","chr10",118439748,0.45285390029948,0.91864328653119,-0.46578938623171,0.195396923950431,-2.38381125359923,0.0225941383038922,0.0329066029943909,0.0171343879348509,0.999769025247847,0.971291176513362,"Ifng","NM_008337 NP_032363","promoter","promoter",1298,NA,NA,NA,4,NA,"+",4846,NA,"15978",20216
"4070","chr11",97109938,0.148704789889659,0.554936527145325,-0.406231737255666,0.162489437851046,-2.50005011173747,0.0214373883785183,0.0343216685644183,0.0124175740144053,0.999769025247847,0.971178036568822,"Tbx21","NM_019507 NP_062380","inside intron","inside",5393,"inside intron",4711,1,6,"inside transcription region","-",17260,NA,"57765",70992
"4544","chr12",119229067,0.526157406569361,0.923170567738116,-0.397013161168755,0.158092618786738,-2.51126943316888,0.0215800444708131,0.0326462106875077,0.0120297841596381,0.999769025247847,0.970693053903536,"Itgb8","NM_177290 NP_796264 XM_036157503 XP_036013396","inside intron","inside",9703,"inside intron",8604,1,3,"inside transcription region","-",37307,NA,"320910",59981
"3907","chr11",97103381,0.761235728565882,0.350993133241831,0.410242595324051,0.16654719543237,2.46322127646177,0.02505605972021,0.0332069250915729,0.0137694907496483,0.999769025247847,0.969847419216961,"Tbx21","NM_019507 NP_062380","inside intron","inside",11950,"inside intron",-1282,2,6,"inside transcription region","-",17260,NA,"57765",70992
"1190","chr3",94376584,0.790898596667919,0.39100470718069,0.399893889487229,0.161570696248404,2.47503971185727,0.0229975250083538,0.0276554180123697,0.0133221361702885,0.999769025247847,0.969268966367951,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","promoter","promoter",848,NA,NA,NA,10,NA,"+",20844,NA,"19885",30385
"707","chr2",9875413,0.495010809158271,0.128860251484792,0.366150557673479,0.143188284633856,2.55712650381807,0.020345617696862,0.025829575342095,0.0105540828175857,0.999769025247847,0.969034327899562,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","promoter","promoter",14,NA,NA,NA,2,NA,"-",912,NA,"14462",17665
"4129","chr11",97113120,0.704571280541947,0.987357578669489,-0.282786298127542,0.0983422960924055,-2.87553076716683,0.0183144404565241,0.0376631074429229,0.00403348833520626,0.740860728408531,0.968512971949775,"Tbx21","NM_019507 NP_062380","inside intron","inside",2211,"inside intron",1529,1,6,"inside transcription region","-",17260,NA,"57765",70992
"5857","chrX",7595914,0.712686671702576,0.117700184956131,0.594986486746445,0.278719261300479,2.13471607225956,0.0246328958116947,0.0358908310566942,0.0327842093498335,0.999769025247847,0.968452475085559,"Ccdc22","NM_138603 NP_613069","inside exon","inside",1365,"inside exon",0,1,8,"inside transcription region","-",3469,NA,"54638",67892
"3912","chr11",97103685,0.447007859762563,0.0711803459901021,0.375827513772461,0.149464636521374,2.51449120353439,0.0205283494523624,0.0334520002361686,0.011920427626659,0.999769025247847,0.968240390457548,"Tbx21","NM_019507 NP_062380","inside intron","inside",11646,"inside intron",-1586,2,6,"inside transcription region","-",17260,NA,"57765",70992
"4072","chr11",97109996,0.316289694147312,0.757299855620142,-0.44101016147283,0.187139189554545,-2.35658903152559,0.0229900551108288,0.0332109119584499,0.018443645841024,0.999769025247847,0.967710148853557,"Tbx21","NM_019507 NP_062380","inside intron","inside",5335,"inside intron",4653,1,6,"inside transcription region","-",17260,NA,"57765",70992
"4472","chr12",119207337,0.890953587771451,0.300639760984013,0.590313826787438,0.27891078900353,2.11649692325085,0.0268085547483901,0.0351938977388768,0.0343025666060129,0.999769025247847,0.967283951319299,"Itgb8","NM_177290 NP_796264 XM_036157503 XP_036013396","inside intron","inside",31433,"inside intron",1181,2,3,"inside transcription region","-",37307,NA,"320910",59981
"1365","chr3",94384785,0.352600411711148,0.0220851498256915,0.330515261885456,0.126138228843785,2.62026242888492,0.0208688261754814,0.0374562090410487,0.00878621248944085,0.999769025247847,0.966507495215411,"Rorc","NM_001293734 NM_011281 NP_001280663 NP_035411 NR_121656 XM_006501162 XM_006501163 XM_006501164 XP_006501225 XP_006501226 XP_006501227","inside intron","inside",7269,"inside intron",-460,2,7,"inside transcription region","+",20132,NA,"19885",30387
"2916","chr8",115704431,0.770074198323975,0.430450914280985,0.33962328404299,0.131310846591217,2.58640693331504,0.0341649987071575,0.028552960880539,0.00969823567748738,0.999769025247847,0.966395605769991,"Maf","NM_001025577 NP_001020748","inside exon","inside",3363,"inside exon",0,1,1,"3'UTR","-",6359,NA,"17132",23213
"5077","chrX",7572031,0.914115692552229,0.459278845171072,0.454836847381157,0.198039433309035,2.29669838870624,0.0267020250098934,0.0321138808079565,0.0216359814384862,0.999769025247847,0.965955478148338,"Ppp1r3f","NM_001290574 NM_138605 NP_001277503 NP_613071","inside intron","inside",812,"inside intron",772,1,4,"inside transcription region","-",12601,NA,"54646",67915
"507","chr2",9869751,0.731446078935999,0.3467624123847,0.3846836665513,0.157497745010293,2.44247094792474,0.0264351260454825,0.0300691934664476,0.0145871036321058,0.999769025247847,0.965705105402601,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",3921,"inside intron",-844,2,3,"inside transcription region","-",10489,NA,"14462",17664
"2841","chr4",128807277,0.12351241600117,0.713464528760138,-0.589952112758968,0.282985985883532,-2.08473967683252,0.0268823509812529,0.0351652794622402,0.0370929370149216,0.999769025247847,0.965688740331443,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","promoter","promoter",1232,NA,NA,NA,7,NA,"-",28961,NA,"230761",45394
"2226","chr4",128798396,0.420532407053563,0.933951472834711,-0.513419065781148,0.237501644033024,-2.16174952334123,0.0239605347935293,0.0359005636665959,0.0306374881244965,0.999769025247847,0.964032010496403,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","upstream","upstream",3508,NA,NA,NA,8,NA,"-",21784,NA,"230761",45393
"564","chr2",9872463,0.502056351941406,0.115046185432464,0.387010166508942,0.161286452059146,2.39952061421141,0.02097597513065,0.0333334251944647,0.0164165554438467,0.999769025247847,0.963687370437817,"Gata3","NM_001355110 NM_001355111 NM_001355112 NM_008091 NP_001342039 NP_001342040 NP_001342041 NP_032117 XM_006497354 XM_030247532 XM_030247533 XP_006497417 XP_030103392 XP_030103393","inside intron","inside",1209,"inside intron",1150,1,3,"inside transcription region","-",10489,NA,"14462",17664
"2185","chr4",128797086,0.252704855646988,0.78975436533338,-0.537049509686392,0.254184182702902,-2.11283607018975,0.0243115197509048,0.0367206598544677,0.0346148012177469,0.999769025247847,0.963332027689621,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","promoter","promoter",2198,NA,NA,NA,8,NA,"-",21784,NA,"230761",45393
"4065","chr11",97109814,0.459856627799885,0.794341903355822,-0.334485275555937,0.132425167631024,-2.52584370131147,0.0180008907769692,0.0287611130271738,0.0115420818781968,0.999769025247847,0.96221194063127,"Tbx21","NM_019507 NP_062380","inside intron","inside",5517,"inside intron",4835,1,6,"inside transcription region","-",17260,NA,"57765",70992
"1771","chr4",128785165,0.360436304396482,0.860440852084365,-0.500004547687883,0.233229351277784,-2.14383200462776,0.0236327224076466,0.0341927703249697,0.0320463499462188,0.999769025247847,0.961880727268782,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","downstream","downstream",4927,NA,NA,NA,2,NA,"-",771,NA,"230761",45395
"2103","chr4",128794398,0.30285188256671,0.843392411690388,-0.540540529123678,0.261230690039985,-2.06920759976916,0.0245534074411712,0.0347782384080881,0.038526609872232,0.999769025247847,0.961244027791433,"Zfp362","NM_001081098 NP_001074567 XM_030253454 XM_036164050 XP_030109314 XP_036019943","inside intron","inside",490,"inside intron",452,1,8,"inside transcription region","-",21784,NA,"230761",45393
